all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
HD 141399 d,37.0169,1534.0,7.20856,2014,not visible
HD 141399 e,37.0169,858.0,7.20856,2014,not visible
Kepler-98 b,350.315,3.55,12.996,2014,not visible
Kepler-97 b,400.907,3.51,12.994,2014,not visible
Kepler-94 c,191.904,12786.8,13.071,2014,not visible
KIC 10001893 b,1672.94,,15.829,2014,not visible
KIC 10001893 d,1672.94,,15.829,2014,not visible
XO-2 S b,151.398,338.0,11.196,2014,not visible
NGC 2682 Sand 364 b,817.192,8697.0,9.616,2014,not visible
NGC 2682 YBP 1194 b,872.92,416.0,14.569,2014,not visible
NGC 2682 YBP 1514 b,914.221,520.0,14.684,2014,not visible
Kepler-80 e,369.451,4.13,15.23,2014,not visible
Kepler-79 d,1020.72,6.0,14.036,2014,not visible
TYC 1422-614-1 b,672.41,3250.0,10.193,2014,not visible
TYC 1422-614-1 c,672.41,13000.0,10.193,2014,not visible
CoRoT-24 b,591.555,5.7,15.383,2014,not visible
WASP-70 A b,222.355,767.0,10.786,2014,not visible
WASP-94 A b,211.211,650.0,10.051,2014,not visible
WASP-94 B b,208.696,803.4,10.589,2014,not visible
Kepler-55 f,578.796,3.15,15.746,2014,not visible
Kepler-415 b,530.487,490.1,16.142,2014,not visible
Kepler-407 b,338.368,3.2,12.603,2014,not visible
Kepler-406 b,364.03,6.35,12.603,2014,not visible
Kepler-366 c,1856.28,3.86,14.952,2014,not visible
Kepler-382 b,935.446,2.3,14.907,2014,not visible
Kepler-404 b,812.524,2.15,15.479,2014,not visible
Kepler-402 d,625.339,2.48,13.27,2014,not visible
Kepler-401 b,965.56,3.57,13.366,2014,not visible
Kepler-399 b,740.537,0.84,14.686,2014,not visible
Kepler-398 b,177.355,0.749,13.499,2014,not visible
Kepler-397 c,969,31.6,16.357,2014,not visible
Kepler-397 b,969,6.62,16.357,2014,not visible
GJ 682 c,5.00671,8.7,10.94,2014,not visible
GJ 15 A b,3.56228,3.03,8.09,2014,not visible
Kepler-395 c,421.382,2.3,16.5919,2014,not visible
Kepler-368 c,770.978,14.3,12.946,2014,not visible
Kepler-371 b,813.192,4.23,13.997,2014,not visible
Kepler-377 c,823.804,4.9,14.081,2014,not visible
Kepler-395 b,421.382,1.08,16.5919,2014,not visible
Kepler-394 c,1058.72,3.39,14.948,2014,not visible
Kepler-37 e,63.9207,8.1,9.770001,2014,not visible
Kepler-380 b,813.713,1.81,13.74,2014,not visible
Kepler-394 b,1058.72,3.19,14.948,2014,not visible
Kepler-393 c,881.404,2.33,13.258,2014,not visible
Kepler-393 b,881.404,2.21,13.258,2014,not visible
Kepler-392 c,681.428,1.37,13.528,2014,not visible
Kepler-390 c,435.277,0.418,14.231,2014,not visible
Kepler-388 c,425,0.566,15.218,2014,not visible
Kepler-386 c,882.462,3.12,15.949,2014,not visible
Kepler-407 c,338.368,16380.0,12.603,2014,not visible
Kepler-384 b,895.678,1.46,13.734,2014,not visible
Kepler-392 b,681.428,0.972,13.528,2014,not visible
GJ 682 b,5.00671,4.4,10.94,2014,not visible
Kepler-177 b,1435.44,5.84,15.171,2013,not visible
Kepler-105 b,459.223,5.1,12.981,2013,not visible
Kepler-68 c,144.166,1.3,10.077,2013,not visible
Kepler-145 c,566.85,325.0,11.977,2013,not visible
HIP 63242 b,156.456,11934.0,6.86,2013,not visible
Kepler-69 b,730.625,5.65,13.866,2013,not visible
HD 159243 b,73.3055,1469.0,8.65,2013,not visible
HD 159243 c,73.3055,2470.0,8.65,2013,not visible
Kepler-410 A b,147.527,8.44,9.495,2013,not visible
HIP 91258 b,45.8846,1417.0,8.65,2013,not visible
Kepler-75 b,835.356,13130.0,15.414,2013,not visible
KOI-94 e,477.052,35.0,12.314,2013,not visible
KOI-94 b,477.052,10.5,12.314,2013,not visible
KOI-142 c,376.863,876.2,13.209,2013,not visible
Kepler-74 b,1177.55,819.0,14.487,2013,not visible
KOI-142 b,376.863,9.5,13.209,2013,not visible
Kepler-92 b,477.992,262.6,11.671,2013,not visible
Kepler-91 b,1294.69,1053.0,12.712,2013,not visible
Kepler-87 c,1232.9,6.4,14.681,2013,not visible
PH2 b,343.863,356.2,12.645,2013,not visible
BD+15 2940 b,426.42,1443.0,9.01,2013,not visible
Kepler-145 b,566.85,37.1,11.977,2013,not visible
HD 40307 f,12.9363,5.2,7.17,2013,not visible
HD 40307 g,12.9363,7.1,7.17,2013,not visible
Kepler-128 b,396.379,0.77,11.693,2013,not visible
Omega Serpentis b,76.7556,956.8,5.21644,2013,visible
Tau Geminorum b,112.537,26780.0,4.37799,2013,visible
Kepler-1704 b,835.455,5408.0,13.392,2013,not visible
Kepler-78 b,124.376,1.68,11.717,2013,not visible
Kepler-76 b,822.96,2613.0,13.474,2013,not visible
2MASS J01225093-2439505 b,33.8281,31850.0,14.244,2013,not visible
HD 65216 c,35.1205,2639.0,7.97,2013,not visible
91 Aquarii b,44.0304,4160.0,4.23946,2013,visible
BD-06 1339 b,20.2695,8.5,9.7,2013,not visible
CoRoT-25 b,1103.48,351.0,14.79,2013,not visible
HATS-2 b,341.925,1781.0,13.565,2013,not visible
HATS-3 b,411.211,1392.3,12.433,2013,not visible
Kepler-102 e,107.796,4.7,12.072,2013,not visible
BD-06 1339 c,20.2695,221.0,9.7,2013,not visible
ROXs 12 b,136.65,20800.0,14.763,2013,not visible
HD 13908 c,79.5515,6669.0,7.52,2013,not visible
Kepler-177 c,1435.44,14.7,15.171,2013,not visible
GJ 328 b,20.5266,3263.0,9.99,2013,not visible
GJ 163 d,15.1285,29.4,11.79,2013,not visible
GJ 163 c,15.1285,6.8,11.79,2013,not visible
GJ 163 b,15.1285,10.6,11.79,2013,not visible
Kepler-90h,848.254,1560.0,13.883,2013,not visible
2MASS J01033563-5515561 AB b,47.2,16900.0,15.788,2013,not visible
Kepler-90g,848.254,1040.0,13.883,2013,not visible
Kepler-37 b,63.9207,0.79,9.770001,2013,not visible
GJ 667 C c,7.24396,3.8,10.602,2013,not visible
Kepler-37 c,63.9207,1.3,9.770001,2013,not visible
Kepler-90e,848.254,7.56,13.883,2013,not visible
Kepler-90d,848.254,8.6,13.883,2013,not visible
Kepler-90c,848.254,1.81,13.883,2013,not visible
Kepler-90b,848.254,2.27,13.883,2013,not visible
Kepler-37 d,63.9207,2.0,9.770001,2013,not visible
HD 120084 b,103.044,8320.0,5.90686,2013,visible
HD 95086 b,86.2279,6500.0,7.36,2013,not visible
GJ 504 b,17.5299,5200.0,5.18799,2013,visible
GJ 667 C e,7.24396,2.7,10.602,2013,not visible
Kepler-328 c,2213.19,39.4,15.794,2013,not visible
Kepler-62 d,300.874,14.0,13.965,2013,not visible
HD 285507 b,45.0293,1274.0,10.49,2013,not visible
HD 2952 b,110.103,1164.8,5.9258,2013,visible
ROXs 42 B b,143.59,11700.0,14.661,2013,not visible
Kepler-68 b,144.166,8.03,10.077,2013,not visible
HD 13908 b,79.5515,1124.5,7.52,2013,not visible
HD 233604 b,847.058,8547.5,10.291,2013,not visible
Kepler-67 b,1131.19,8.96,16.172,2013,not visible
Kepler-63 b,194.033,491.4,12.02,2013,not visible
Kepler-62 f,300.874,35.0,13.965,2013,not visible
Kepler-62 c,300.874,4.0,13.965,2013,not visible
GJ 667 C f,7.24396,2.7,10.602,2013,not visible
Kepler-62 b,300.874,9.0,13.965,2013,not visible
HD 103774 b,56.4089,477.1,7.13463,2013,not visible
HD 106906 b,103.029,14300.0,7.8,2013,not visible
HD 109271 b,55.8716,17.162,8.04,2013,not visible
HD 109271 c,55.8716,24.154,8.04,2013,not visible
HD 113337 b,36.18,4236.7,6.02078,2013,not visible
GJ 667 C g,7.24396,4.6,10.602,2013,not visible
Kepler-69 c,730.625,3.57,13.866,2013,not visible
Kepler-90f,848.254,8.65,13.883,2013,not visible
Kepler-328 b,2213.19,28.5,15.794,2013,not visible
Kepler-282 d,1337.61,249.6,15.444,2013,not visible
Kepler-282 e,1337.61,230.1,15.444,2013,not visible
WASP-75 b,294.001,1391.0,11.591,2013,not visible
Kepler-276 d,1144.86,16.3,15.481,2013,not visible
Kepler-396 b,223.757,309.4,12.259,2013,not visible
Kepler-396 c,223.757,17.9,12.259,2013,not visible
Kepler-276 c,1144.86,16.6,15.481,2013,not visible
WASP-65 b,273.703,2015.0,11.869,2013,not visible
Kepler-114 d,259.533,3.9,13.961,2013,not visible
WASP-8 c,89.9606,12285.0,9.789,2013,not visible
Kepler-61 b,335.079,5.27,15.277,2013,not visible
Kepler-279 c,1037.4,201.5,13.647,2013,not visible
Kepler-350 c,956.859,6.1,13.965,2013,not visible
Kepler-277 c,976.643,262.6,13.544,2013,not visible
POTS-1 b,747.959,3003.0,17.9083,2013,not visible
Kepler-277 b,976.643,357.5,13.544,2013,not visible
Kepler-62 e,300.874,36.0,13.965,2013,not visible
Kepler-92 c,477.992,6.1,11.671,2013,not visible
KOI-94 d,477.052,434.2,12.314,2013,not visible
Kepler-87 b,1232.9,1326.0,14.681,2013,not visible
Kepler-77 b,639.411,559.0,14.152,2013,not visible
Kepler-68 d,144.166,1092.091,10.077,2013,not visible
Kepler-66 b,1202.96,8.25,15.29,2013,not visible
Kepler-279 d,1037.4,37.5,13.647,2013,not visible
CoRoT-26 b,1045.18,676.0,15.861,2013,not visible
Kepler-411 b,153.676,25.6,12.448,2013,not visible
Kepler-128 c,396.379,0.9,11.693,2013,not visible
Kepler-114 c,259.533,2.8,13.961,2013,not visible
Kepler-238 e,1798.75,694.2,15.297,2013,not visible
Kepler-307 c,575.581,3.64,14.149,2013,not visible
Kepler-305 c,868.477,6.0,15.851,2013,not visible
KELT-3 b,210.252,2522.0,9.816,2013,not visible
Kepler-305 b,868.477,10.5,15.851,2013,not visible
Kepler-238 f,1798.75,13.5,15.297,2013,not visible
Kepler-350 d,956.859,14.9,13.965,2013,not visible
Kepler-307 b,575.581,7.44,14.149,2013,not visible
KOI-94 c,477.052,15.6,12.314,2013,not visible
Kepler-80 b,369.451,6.93,15.23,2012,not visible
Pr0201 b,180.64,702.0,10.445,2012,not visible
Kepler-80 c,369.451,6.74,15.23,2012,not visible
HD 219415 b,165.184,,8.909,2012,not visible
HD 220074 b,324.54,21632.0,6.40607,2012,not visible
75 Ceti b,82.9613,3222.7,5.3532,2012,visible
HD 207832 b,58.9291,728.0,8.78,2012,not visible
HD 77338 b,45.935,15.9,8.63,2012,not visible
HAT-P-38 b,255.206,347.1,12.525,2012,not visible
HD 220689 b,46.8778,1560.0,7.74,2012,not visible
HAT-P-40 b,464.469,624.0,11.34,2012,not visible
HAT-P-42 b,405.238,1357.2,12.125,2012,not visible
HAT-P-43 b,528.825,860.6,13.279,2012,not visible
HD 106515 A b,34.0915,12373.4,7.971,2012,not visible
Kepler-81 b,348.291,17.2,15.258,2012,not visible
Kepler-81 c,348.291,4.3,15.258,2012,not visible
HAT-P-39 b,697.004,778.7,12.282,2012,not visible
Epsilon Coronae Borealis b,69.8683,8710.0,4.12577,2012,visible
HD 66141 b,68.1509,7800.0,4.37821,2012,visible
Kepler-83 c,400.409,11.4,16.145,2012,not visible
Kepler-82 b,904.326,12.15,15.131,2012,not visible
HD 37605 c,46.7864,4147.0,8.67,2012,not visible
Kepler-83 b,400.409,171.6,16.145,2012,not visible
Kepler-84 c,1023.9,20.2,14.92,2012,not visible
Kepler-85 b,765.025,4.54,14.89,2012,not visible
Kepler-21 b,108.522,7.5,8.25,2012,not visible
KELT-1 b,268.43,35399.0,10.632,2012,not visible
BD+20 274 b,1322.51,5460.0,9.367,2012,not visible
Pr0211 b,182.714,2444.0,12.163,2012,not visible
RR Caeli b,21.1916,5460.0,14.379,2012,not visible
Omicron Ursae Majoris b,54.9149,4746.3,3.35214,2012,visible
Omicron Coronae Borealis b,84.7883,1456.0,5.5052,2012,visible
Nu Ophiuchi c,46.2107,32060.6,3.31216,2012,visible
Nu Ophiuchi b,46.2107,28867.8,3.31216,2012,visible
Kappa Andromedae b,50.0177,17700.8,4.13791,2012,visible
PH1 b,1033.16,690.3,13.841,2012,not visible
Kepler-82 c,904.326,13.9,15.131,2012,not visible
Kepler-85 c,765.025,20.9,14.89,2012,not visible
Kepler-84 b,1023.9,40.0,14.92,2012,not visible
HD 207832 c,58.9291,949.0,8.78,2012,not visible
Kepler-50 b,250.11,8.9,10.544,2012,not visible
Kepler-49 b,311.222,8.0,15.655,2012,not visible
Kepler-48 c,306.738,14.61,13.174,2012,not visible
Kepler-47 c,1025.02,3.17,15.31,2012,not visible
Kepler-47 b,1025.02,2.07,15.31,2012,not visible
KELT-2 A b,134.058,2210.0,8.68,2012,not visible
Kepler-46 b,777.06,7800.0,15.312,2012,not visible
Kepler-38 b,1174.59,499.2,14.015,2012,not visible
Kepler-36 c,527.956,7.13,11.941,2012,not visible
Kepler-36 b,527.956,3.83,11.941,2012,not visible
WASP-71 b,362.715,1807.0,10.56,2012,not visible
WASP-72 b,434.754,2990.0,10.868,2012,not visible
Kepler-79 b,1020.72,10.9,14.036,2012,not visible
Kepler-79 c,1020.72,5.9,14.036,2012,not visible
Kepler-32 d,323.847,7.75,16.36,2012,not visible
WASP-78 b,754.258,1443.0,11.965,2012,not visible
WASP-80 b,49.7876,699.4,11.841,2012,not visible
WTS-1 b,2346.01,5213.0,16.644,2012,not visible
Kepler-32 f,323.847,0.477,16.36,2012,not visible
HD 196067 b,39.9346,16250.0,6.51,2012,not visible
HD 208527 b,312.202,12870.0,6.38984,2012,not visible
Kepler-51 b,783.831,2.1,14.885,2012,not visible
Kepler-30 d,914.221,23.1,15.726,2012,not visible
Kepler-51 c,783.831,4.0,14.885,2012,not visible
HD 142 c,26.1853,14171.3,5.7,2012,visible
WASP-41 b,163.371,1105.0,11.632,2012,not visible
WASP-49 b,194.553,481.0,11.352,2012,not visible
HD 166724 b,45.1342,4940.0,9.33,2012,not visible
WASP-55 b,297.462,793.0,11.753,2012,not visible
WASP-59 b,115.936,1121.9,12.659,2012,not visible
HD 98649 b,42.1727,10901.8,8.0,2012,not visible
WASP-62 b,175.631,676.0,10.213,2012,not visible
WASP-64 b,369.926,1652.3,12.704,2012,not visible
HD 219077 b,29.1864,12506.0,6.12,2012,not visible
HD 159868 c,55.8503,998.4,7.24,2012,not visible
HD 150706 b,28.2697,3159.0,7.03,2012,not visible
WASP-66 b,500.258,3055.0,11.605,2012,not visible
HD 197037 b,33.1944,1027.0,6.82294,2012,not visible
Kepler-30 c,914.221,2613.0,15.726,2012,not visible
HD 4732 b,54.7841,2581.8,5.9,2012,visible
HD 4732 c,54.7841,4374.5,5.9,2012,visible
HD 5608 b,58.1105,1518.4,6.00272,2012,not visible
WASP-79 b,246.69,1105.0,10.044,2012,not visible
Kepler-53 b,1366.07,454.025,15.367,2012,not visible
Kepler-52 c,321.542,185.692,15.513,2012,not visible
WASP-67 b,189.469,559.0,12.537,2012,not visible
HAT-P-41 b,348.185,1547.0,11.365,2012,not visible
HATS-1 b,283.971,2411.5,12.155,2012,not visible
Kepler-60 c,1025.1,3.85,13.95,2012,not visible
CoRoT-21 b,1398.8341969,2938.0,16.058,2012,not visible
Kepler-30 b,914.221,11.3,15.726,2012,not visible
Kepler-54 c,271.701,19.8,16.282,2012,not visible
WASP-42 b,177.291,685.1,12.169,2012,not visible
WASP-77 A b,105.166,2167.1,10.294,2012,not visible
Kepler-55 c,578.796,286.0,15.746,2012,not visible
Kepler-32 e,323.847,2.86,16.36,2012,not visible
WASP-60 b,431.052,715.0,11.67,2012,not visible
Kepler-56 b,912.994,22.1,12.598,2012,not visible
Kepler-56 c,912.994,741.0,12.598,2012,not visible
Kepler-57 b,644.14,470.379,15.017,2012,not visible
Kepler-58 b,969.252,35.5,15.086,2012,not visible
Kepler-58 c,969.252,216.788,15.086,2012,not visible
GJ 3470 b,29.4214,13.9,12.332,2012,not visible
Kepler-60 b,1025.1,4.19,13.95,2012,not visible
Kepler-54 b,271.701,21.5,16.282,2012,not visible
WASP-47 b,264.78,1487.213,11.936,2012,not visible
WASP-52 b,174.818,598.0,12.192,2012,not visible
WASP-54 b,251.303,767.0,10.413,2012,not visible
OGLE-2012-BLG-0026L c,4019,1118.0,20.66,2012,not visible
OGLE-2012-BLG-0026L b,4019,188.5,20.66,2012,not visible
WASP-56 b,321.084,585.0,12.091,2012,not visible
WASP-57 b,398.276,837.2,12.913,2012,not visible
Kepler-55 b,578.796,175.5,15.746,2012,not visible
Kepler-53 c,1366.07,36.0,15.367,2012,not visible
Kepler-57 c,644.14,9.1,15.017,2012,not visible
WASP-58 b,290.404,1261.0,11.652,2012,not visible
Kepler-59 c,1163.22,4.58,14.467,2012,not visible
WASP-61 b,488.66,3484.0,12.489,2012,not visible
Kepler-59 b,1163.22,1.37,14.467,2012,not visible
Kepler-49 c,311.222,5.9,15.655,2012,not visible
GJ 667 C b,7.24396,5.68,10.602,2012,not visible
Kepler-48 b,306.738,3.94,13.174,2012,not visible
Kepler-65 c,303.728,5.4,10.922,2012,not visible
HD 27631 b,50.2862,2028.0,8.26,2012,not visible
GJ 676 A e,16.0272,6.674,9.58,2012,not visible
Kepler-50 c,250.11,8.2,10.544,2012,not visible
Kepler-52 b,321.542,552.188,15.513,2012,not visible
Kepler-60 d,1025.1,4.16,13.95,2012,not visible
Kepler-65 b,303.728,2.4,10.922,2012,not visible
Kepler-65 d,303.728,4.14,10.922,2012,not visible
Kepler-46 c,777.06,488.8,15.312,2012,not visible
WASP-63 b,290.684,481.0,11.155,2012,not visible
GJ 676 A d,16.0272,3.814,9.58,2012,not visible
HAT-P-27 b,199.173,806.0,12.052,2011,not visible
Kepler-42 d,40.0595,0.13,16.7,2011,not visible
TrES-5 b,360.313,2327.0,13.677,2011,not visible
KOI-55 b,1231.02,0.44,15.154,2011,not visible
HAT-P-29 b,313.576,1144.0,11.825,2011,not visible
Kepler-44 b,1188,,14.803,2011,not visible
Kepler-39 b,1057.41,26130.0,14.355,2011,not visible
KOI-55 c,1231.02,0.655,15.154,2011,not visible
HD 99706 b,146.6,1599.0,7.65,2011,not visible
Kepler-41 b,1093.08,728.0,14.509,2011,not visible
HD 131496 b,131.849,2340.0,7.8,2011,not visible
HD 1502 b,190.953,3575.0,8.36,2011,not visible
HAT-P-28 b,401.319,813.8,13.098,2011,not visible
HAT-P-30 b,213.985,1079.0,10.352,2011,not visible
Kepler-42 b,40.0595,0.399,16.7,2011,not visible
Kepler-42 c,40.0595,0.315,16.7,2011,not visible
HD 152581 b,165.76,2429.7,8.38,2011,not visible
HD 7449 b,38.662,10626.2,7.5,2011,not visible
HU Aquarii AB b,192.1980787,7670.0,16.183,2011,not visible
HD 7199 b,36.1531,351.0,8.06,2011,not visible
HD 156279 b,36.1945,12261.6,8.07,2011,not visible
HD 5891 b,283.502,9919.0,8.09,2011,not visible
WASP-36 b,386.346,3069.3,12.836,2011,not visible
HU Aquarii AB c,192.1980787,5850.0,16.183,2011,not visible
WASP-50 b,184.848,1909.44,11.44,2011,not visible
GJ 433 b,9.06456,6.043,9.81,2011,not visible
HD 158038 b,94.8625,1989.0,7.47,2011,not visible
WASP-35 b,202.218,923.0,10.939,2011,not visible
Kepler-45 b,381.949,656.5,16.744,2011,not visible
HAT-P-34 b,249.325,4329.0,10.403,2011,not visible
HAT-P-33 b,396.11,1196.0,11.032,2011,not visible
WASP-39 b,213.982,364.0,12.095,2011,not visible
HAT-P-32 b,289.205,884.0,11.439,2011,not visible
HAT-P-31 b,344.05,2951.0,11.667,2011,not visible
WASP-43 b,86.7467,2314.0,12.305,2011,not visible
WASP-44 b,364.512,1131.0,13.096,2011,not visible
WASP-46 b,375.31,2483.0,13.043,2011,not visible
WASP-48 b,454.144,1040.0,11.647,2011,not visible
HD 30856 b,131.199,2011.1,7.91,2011,not visible
Kepler-35 b,1819.17,165.1,15.863,2011,not visible
Kepler-10 c,185.506,11.4,11.043,2011,not visible
HD 220773 b,50.5103,1885.0,7.10831,2011,not visible
Kepler-15 b,739.412,858.0,13.81,2011,not visible
HD 222155 b,50.6078,2379.0,7.11716,2011,not visible
Kepler-18 c,433.047,17.3,13.771,2011,not visible
Kepler-18 d,433.047,16.4,13.771,2011,not visible
Kepler-19 b,218.562,6.1,12.035,2011,not visible
Kepler-20 b,282.563,9.7,12.61,2011,not visible
HD 240237 b,933.377,20657.0,8.19,2011,not visible
Kepler-20 c,282.563,11.1,12.61,2011,not visible
Kepler-20 d,282.563,13.4,12.61,2011,not visible
Kepler-12 b,881.386,561.6,13.468,2011,not visible
Kepler-20 f,282.563,1.4,12.61,2011,not visible
HD 217786 b,55.4847,18007.6,7.78,2011,not visible
Kepler-10 b,185.506,3.26,11.043,2011,not visible
Kepler-22 b,194.642,9.1,11.751,2011,not visible
Kepler-29 c,832.532,4.5,15.547,2011,not visible
Kepler-29 b,832.532,5.0,15.547,2011,not visible
Kepler-28 c,438.359,1768.0,15.13,2011,not visible
Kepler-27 c,1044.36,17940.0,15.822,2011,not visible
Kepler-27 b,1044.36,11843.0,15.822,2011,not visible
Kepler-23 b,835.756,1040.0,13.567,2011,not visible
Kepler-26 b,335.307,5.12,15.853,2011,not visible
Kepler-25 c,243.249,15.2,10.769,2011,not visible
Kepler-25 b,243.249,8.7,10.769,2011,not visible
Kepler-14 b,798,10920.0,12.003,2011,not visible
HIP 5158 c,51.6026,19552.0,10.16,2011,not visible
Kepler-34 b,1800.82,286.0,15.087,2011,not visible
KOI-13 b,519.096,12064.0,9.791,2011,not visible
Kepler-33 f,1209.16,9.6,14.099,2011,not visible
Kepler-33 e,1209.16,5.57,14.099,2011,not visible
Kepler-33 d,1209.16,3.91,14.099,2011,not visible
HD 142245 b,97.2305,3991.0,7.46,2011,not visible
HD 137388 b,40.4841,260.0,8.71,2011,not visible
HD 132563 b,105.155,1937.0,8.928001,2011,not visible
Kepler-28 b,438.359,1963.0,15.13,2011,not visible
HD 98219 b,113.704,2553.2,8.05,2011,not visible
HD 192310 b,8.8116,16.9,5.73,2011,visible
HD 192310 c,8.8116,24.0,5.73,2011,visible
HD 204941 b,28.7165,299.0,8.45,2011,not visible
Kepler-33 c,1209.16,0.39,14.099,2011,not visible
HIP 57274 b,25.8618,6.357,8.97,2011,not visible
Kepler-33 b,1209.16,3.68,14.099,2011,not visible
Kepler-32 c,323.847,650.0,16.36,2011,not visible
Kepler-32 b,323.847,5330.0,16.36,2011,not visible
Kepler-31 c,1664.64,6110.0,15.496,2011,not visible
Kepler-31 b,1664.64,25.9,15.496,2011,not visible
HAT-P-35 b,506.965,1372.8,12.389,2011,not visible
Kepler-17 b,720.753,3185.0,14.314,2011,not visible
Kepler-16 b,75.0852,432.9,12.144,2011,not visible
HIP 57274 d,25.8618,684.71,8.97,2011,not visible
HIP 57274 c,25.8618,531.726,8.97,2011,not visible
Kepler-43 b,1005.84,4199.0,13.986,2011,not visible
Kepler-24 c,1156.81,2080.0,15.04,2011,not visible
NY Virginis b,544.024,2990.0,13.496,2011,not visible
